
[00/00/0000 00:00:05] Ti:22.2 | Te:23.1 | H:72.6% | pH:11.55 L:0
[07/04/2026 01:05:52] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:05:57] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:06:02] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:06:07] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:06:12] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:06:17] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:06:27] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:06:33] Ti:22.7 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:06:39] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:06:45] Ti:22.7 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:06:51] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:06:56] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:07:01] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:07:06] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:07:11] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:07:16] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:07:21] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:07:31] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:07:37] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:07:43] Ti:22.7 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:07:49] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:07:55] Ti:22.7 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:08:00] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:08:05] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:08:10] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:08:15] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:08:20] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:08:25] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:08:35] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:08:41] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:08:47] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:08:53] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:08:59] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:09:05] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:09:10] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:09:15] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:09:20] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:09:25] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:09:30] Ti:22.7 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:09:39] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:09:45] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:09:51] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:09:57] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:10:03] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:10:09] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:10:14] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:10:19] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:10:24] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:10:29] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:10:34] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:10:43] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:10:49] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:10:55] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:11:01] Ti:22.8 | Te:23.5 | H:69.9% | pH:11.55 L:0
[07/04/2026 01:11:07] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:11:13] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:11:18] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:11:23] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:11:28] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:11:33] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:11:38] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:11:47] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:11:53] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:11:59] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:12:05] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:12:11] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:12:17] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:12:22] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:12:27] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:12:32] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:12:37] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:12:42] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:12:47] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:12:57] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:13:03] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:13:09] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:13:15] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:13:21] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:13:26] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:13:31] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:13:36] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:13:41] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:13:46] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:13:51] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:14:01] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:14:07] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:14:13] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:14:19] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:14:25] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:14:30] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:14:35] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:14:40] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:14:45] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:14:50] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:14:55] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:15:05] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:15:11] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:15:17] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:15:23] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:15:29] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:15:34] Ti:22.8 | Te:23.5 | H:69.8% | pH:11.55 L:0
[07/04/2026 01:15:39] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:15:44] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:15:49] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:15:54] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:15:59] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:16:09] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:16:15] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:16:21] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:16:27] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:16:33] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:16:39] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:16:44] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:16:49] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:16:54] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:16:59] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:17:04] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:17:13] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:17:19] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:17:25] Ti:22.8 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:17:31] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:17:37] Ti:22.8 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:17:43] Ti:22.8 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:17:48] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:17:53] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:17:58] Ti:22.8 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:18:03] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:18:08] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:18:17] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:18:23] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:18:29] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:18:35] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:18:41] Ti:22.8 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:18:47] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:18:52] Ti:22.8 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:18:57] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:19:02] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:19:07] Ti:22.8 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:19:12] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:19:21] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:19:27] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:19:33] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:19:39] Ti:22.8 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:19:45] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:19:51] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:19:56] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:20:01] Ti:22.8 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:20:06] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:20:11] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:20:16] Ti:22.8 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:20:21] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:20:31] Ti:22.8 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:20:37] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:20:43] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:20:49] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:20:55] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:21:00] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:21:05] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:21:10] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:21:15] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:21:20] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:21:25] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:21:35] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:21:41] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:21:47] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:21:53] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:21:59] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:22:04] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:22:09] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:22:14] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:22:19] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:22:24] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:22:29] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:22:39] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:22:45] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:22:51] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:22:57] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:23:03] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:23:08] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:23:13] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:23:18] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:23:23] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:23:28] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:23:33] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:23:43] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:23:49] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:23:55] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:24:01] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:24:07] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:24:13] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:24:18] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:24:23] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:24:28] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:24:33] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:24:38] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:24:47] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:24:53] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:24:59] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:25:05] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:25:11] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:25:17] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:25:22] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:25:27] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:25:32] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:25:37] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:25:42] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:25:51] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:25:57] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:26:03] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:26:09] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:26:15] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:26:21] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:26:26] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:26:31] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:26:36] Ti:22.9 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:26:41] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:26:46] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:26:55] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:27:01] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:27:07] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:27:13] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:27:19] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:27:25] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:27:30] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:27:35] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:27:40] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:27:45] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:27:50] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:27:55] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:28:05] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:28:11] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:28:17] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:28:23] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:28:29] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:28:34] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:28:39] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:28:44] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:28:49] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:28:54] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:28:59] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:29:09] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:29:15] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:29:21] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:29:27] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:29:33] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:29:38] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:29:43] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:29:48] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:29:53] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:29:58] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:30:03] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:30:13] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:30:19] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:30:25] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:30:31] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:30:37] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:30:42] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:30:47] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:30:52] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:30:57] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:31:02] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:31:07] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:31:17] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:31:23] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:31:29] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:31:35] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:31:41] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:31:46] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:31:51] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:31:56] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:32:01] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:32:06] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:32:11] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:32:21] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:32:27] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:32:33] Ti:22.9 | Te:23.5 | H:69.5% | pH:11.55 L:0
[07/04/2026 01:32:39] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:32:45] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:32:51] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:32:56] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:33:01] Ti:22.9 | Te:23.5 | H:69.7% | pH:11.55 L:0
[07/04/2026 01:33:06] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:33:11] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
[07/04/2026 01:33:16] Ti:22.9 | Te:23.5 | H:69.6% | pH:11.55 L:0
